study_id,site_id,core_id,fraction_organic_matter,percent_organic_matter,latitude,longitude,admin_division
Boyd_2012,Broad_Dyke_Marsh,NCBD3,0.45491753085228886,45.491753085228886,39.667368,-75.564615,Delaware
Boyd_2012,Buttonwood_Marsh,NCBW1,0.18595196553605672,18.59519655360567,39.676677,-75.554368,Delaware
Boyd_2012,Buttonwood_Marsh,NCBW2,0.10410265845357013,10.410265845357012,39.672176,-75.552823,Delaware
Boyd_2012,Buttonwood_Marsh,NCBW3,0.13559277376219414,13.559277376219415,39.674905,-75.552347,Delaware
Boyd_2012,Gambacorta_Marsh,NCGB1,0.3294427290896003,32.94427290896003,39.655706,-75.574378,Delaware
Boyd_2012,Gambacorta_Marsh,NCGB2,0.2750305731483667,27.50305731483667,39.656914,-75.570169,Delaware
Boyd_2012,Gambacorta_Marsh,NCGB3,0.4087617444179286,40.87617444179286,39.657391,-75.575393,Delaware
Boyd_2012,Little_Creek_Marsh,LC1,0.23476771157236073,23.476771157236072,39.145008,-75.423547,Delaware
Boyd_2012,Little_Creek_Marsh,LC2,0.19386596215045557,19.386596215045557,39.151014,-75.414794,Delaware
Boyd_2012,Little_Creek_Marsh,LC3,0.2195135050405002,21.951350504050023,39.157496,-75.426916,Delaware
Boyd_2012,Lukens_Marsh,NCLM1,0.17206951980499965,17.206951980499966,39.687158,-75.544244,Delaware
Boyd_2012,Lukens_Marsh,NCLM2,0.13170864516126254,13.170864516126255,39.686761,-75.542156,Delaware
Boyd_2012,Lukens_Marsh,NCLM3,0.20914211578939626,20.914211578939625,39.686297,-75.540714,Delaware
Boyd_2012,Pickering_Beach_Marsh,PK1,0.2866437691369492,28.664376913694923,39.136889,-75.416706,Delaware
Boyd_2012,Pickering_Beach_Marsh,PK2,0.19840477904242834,19.840477904242835,39.137907,-75.412275,Delaware
Boyd_2012,Pickering_Beach_Marsh,PK3,0.21916834424888912,21.91683442488891,39.133195,-75.41131,Delaware
Boyd_2012,Port_Mahon_Marsh,MH1,0.2492780278572846,24.92780278572846,39.172129,-75.415222,Delaware
Boyd_2012,Port_Mahon_Marsh,MH2,0.11810718283186084,11.810718283186084,39.162247,-75.420234,Delaware
Boyd_2012,Port_Mahon_Marsh,MH3,0.35014632772792764,35.014632772792766,39.162596,-75.427651,Delaware
Boyd_2012,Rivers_Edge_Marsh,NCRE1,0.18281520339055954,18.281520339055955,39.639179,-75.604275,Delaware
Boyd_2012,Rivers_Edge_Marsh,NCRE2,0.21581788707558894,21.581788707558893,39.638171,-75.601251,Delaware
Boyd_2012,Rivers_Edge_Marsh,NCRE3,0.21265440704901467,21.26544070490147,39.638604,-75.599228,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH1,0.2572556074416031,25.72556074416031,39.074915,-75.416785,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH2,0.10959421467602007,10.959421467602008,39.075758,-75.407264,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH3,0.2541547681506472,25.415476815064718,39.082936,-75.407043,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH4,0.11709363286532763,11.709363286532763,39.085238,-75.403832,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH5,0.18413409552393525,18.413409552393524,39.090229,-75.403721,Delaware
Boyd_2012,Ted_Harvey_Conservation_Area,TH6,0.152516720373589,15.2516720373589,39.096435,-75.401939,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM1,0.24996148885237718,24.99614888523772,38.879926,-75.280343,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM10,0.6674858633092335,66.74858633092336,38.81105,-75.205328,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM11,0.6546637219240969,65.4663721924097,38.811936,-75.209589,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM12,0.37004825523518114,37.004825523518114,38.806644,-75.202097,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM2,0.2258016248845702,22.58016248845702,38.904362,-75.296947,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM3,0.09345919523880698,9.3459195238807,38.874741,-75.270113,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM4,0.17426639726152515,17.426639726152516,38.856592,-75.256524,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM5,0.3131741640703311,31.31741640703311,38.828706,-75.226192,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM6,0.4598826142071365,45.98826142071365,38.833549,-75.259967,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM7,0.4242874578039772,42.42874578039772,38.890996,-75.296416,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM8,0.12785863869968087,12.785863869968086,38.872083,-75.26415,Delaware
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM9,0.24955062376397352,24.95506237639735,38.847229,-75.25312,Delaware
Boyd_et_al_2017,Channel_Creek,CC1,0.2926666666666667,29.26666666666667,39.626412,-74.257139,New Jersey
Boyd_et_al_2017,Channel_Creek,CC2,0.32266666666666666,32.266666666666666,39.629015,-74.257836,New Jersey
Boyd_et_al_2017,Channel_Creek,CC3,0.30933333333333335,30.933333333333334,39.632963,-74.259188,New Jersey
Boyd_et_al_2017,Dennis_Creek,DN1,0.358,35.8,39.171719,-74.875761,New Jersey
Boyd_et_al_2017,Dennis_Creek,DN2,0.2693333333333333,26.93333333333333,39.176258,-74.862284,New Jersey
Boyd_et_al_2017,Dennis_Creek,DN3,0.268,26.8,39.180457,-74.838281,New Jersey
Boyd_et_al_2017,Dividing_Creek,DV1,0.26666666666666666,26.666666666666668,39.225195,-75.107766,New Jersey
Boyd_et_al_2017,Dividing_Creek,DV2,0.198,19.8,39.235697,-75.112711,New Jersey
Boyd_et_al_2017,Dividing_Creek,DV3,0.5253333333333333,52.53333333333333,39.240992,-75.103073,New Jersey
Boyd_et_al_2017,Island_Beach_State_Park,IB1,0.5106666666666667,51.06666666666667,39.79875,-74.102498,New Jersey
Boyd_et_al_2017,Island_Beach_State_Park,IB2,0.5,50,39.799347,-74.101724,New Jersey
Boyd_et_al_2017,Island_Beach_State_Park,IB3,0.49133333333333334,49.13333333333333,39.799634,-74.099346,New Jersey
Boyd_et_al_2017,Maurice_River,MR1,0.2,20,39.242347,-75.011272,New Jersey
Boyd_et_al_2017,Maurice_River,MR2,0.19066666666666668,19.066666666666666,39.26585,-74.995256,New Jersey
Boyd_et_al_2017,Reedy_Creek,RC1,0.5006666666666667,50.06666666666667,40.030725,-74.077599,New Jersey
Boyd_et_al_2017,Reedy_Creek,RC2,0.522,52.2,40.029045000000004,-74.084554,New Jersey
Boyd_et_al_2017,Reedy_Creek,RC3,0.5393333333333333,53.93333333333333,40.031056,-74.085961,New Jersey
Breithaupt_et_al_2014,WSC-5,SH3-1,0.4282841478,42.82841478,25.363925,-81.07849444444444,Florida
Breithaupt_et_al_2014,WSC-5,SH3-3,0.4045734598333333,40.45734598333333,25.363925,-81.07849444444444,Florida
Breithaupt_et_al_2014,WSC-5,SH3-5,0.5938819912666666,59.38819912666666,25.363955555555556,-81.07661388888889,Florida
Breithaupt_et_al_2014,WSC-5,SH3-8,0.5632202699666666,56.322026996666665,25.362861111111112,-81.07777777777777,Florida
Breithaupt_et_al_2014,WSC-5,SH3-9,0.5590128165333333,55.901281653333335,25.362858333333335,-81.07776944444444,Florida
Breithaupt_et_al_2020,SMg,WSC8A,0.6295833333333334,62.958333333333336,25.42345,-81.060336,Florida
Buffington_et_al_2020,Miner_Slough,MS-C1,0.20854066666666665,20.854066666666665,38.23409,-121.67174,California
Burden_et_al_2018,Barrow Hill,Barro_4_1,0.07803217553,7.803217553,51.796005309857634,0.9246317493388962,NA
Burden_et_al_2018,Barrow Hill,Barro_4_2,0.06980746026000001,6.980746026000001,51.796005309857634,0.9246317493388962,NA
Burden_et_al_2018,Barrow Hill,Barro_4_3,0.07110182768,7.110182768,51.796005309857634,0.9246317493388962,NA
Burden_et_al_2018,Barrow Hill,Barro_4_4,0.07590350156,7.590350156,51.796005309857634,0.9246317493388962,NA
Burden_et_al_2018,Barrow Hill Natural,Barro_13_1,0.08601206462000001,8.601206462,51.79662258166483,0.9229599221055612,NA
Burden_et_al_2018,Barrow Hill Natural,Barro_13_2,0.08604476399,8.604476399,51.79662258166483,0.9229599221055612,NA
Burden_et_al_2018,Barrow Hill Natural,Barro_13_3,0.1292179754,12.921797539999998,51.79662258166483,0.9229599221055612,NA
Burden_et_al_2018,Barrow Hill Natural,Barro_13_4,0.0886035838,8.86035838,51.79662258166483,0.9229599221055612,NA
Burden_et_al_2018,Brandy Hole,Brand_9_1,0.06387138159,6.387138159,51.62855561563866,0.6465715883748444,NA
Burden_et_al_2018,Brandy Hole,Brand_9_2,0.08169578256,8.169578256,51.62855561563866,0.6465715883748444,NA
Burden_et_al_2018,Brandy Hole,Brand_9_3,0.06593723302,6.593723302,51.62855561563866,0.6465715883748444,NA
Burden_et_al_2018,Brandy Hole,Brand_9_4,0.07804465005,7.804465005,51.62855561563866,0.6465715883748444,NA
Burden_et_al_2018,Brandy Hole Natural,Brand_17_1,0.07634992085999999,7.634992085999999,51.62913773056369,0.6470824132715728,NA
Burden_et_al_2018,Brandy Hole Natural,Brand_17_2,0.09210471509,9.210471509,51.62913773056369,0.6470824132715728,NA
Burden_et_al_2018,Brandy Hole Natural,Brand_17_3,0.1106039876,11.06039876,51.62913773056369,0.6470824132715728,NA
Burden_et_al_2018,Brandy Hole Natural,Brand_17_4,0.1007543779,10.07543779,51.62913773056369,0.6470824132715728,NA
Burden_et_al_2018,Ferry Lane (B),Ferry_5_1,0.0591762969,5.91762969,51.852075990874646,0.961384296864546,NA
Burden_et_al_2018,Ferry Lane (B),Ferry_5_2,0.06863933041,6.863933041,51.852075990874646,0.961384296864546,NA
Burden_et_al_2018,Ferry Lane (B),Ferry_5_3,0.06808307616999999,6.808307617,51.852075990874646,0.961384296864546,NA
Burden_et_al_2018,Ferry Lane (B),Ferry_5_4,0.06466985039,6.466985039000001,51.852075990874646,0.961384296864546,NA
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_1,0.07565666237,7.565666237,51.85237640494881,0.9619559751754332,NA
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_2,0.1096831798,10.96831798,51.85237640494881,0.9619559751754332,NA
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_3,0.08210547709,8.210547709,51.85237640494881,0.9619559751754332,NA
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_4,0.08131814334,8.131814334,51.85237640494881,0.9619559751754332,NA
Burden_et_al_2018,North Fambridge,North_8_1,0.05577402088,5.5774020879999995,51.6384276145574,0.6670082434605549,NA
Burden_et_al_2018,North Fambridge,North_8_2,0.0617826486,6.17826486,51.6384276145574,0.6670082434605549,NA
Burden_et_al_2018,North Fambridge,North_8_3,0.05715713007,5.715713007,51.6384276145574,0.6670082434605549,NA
Burden_et_al_2018,North Fambridge,North_8_4,0.05636099101,5.636099101,51.6384276145574,0.6670082434605549,NA
Burden_et_al_2018,North Fambridge Natural,North_16_1,0.05630073227999999,5.630073227999999,51.638504671622776,0.6655961379335561,NA
Burden_et_al_2018,North Fambridge Natural,North_16_2,0.0657494687,6.57494687,51.638504671622776,0.6655961379335561,NA
Burden_et_al_2018,North Fambridge Natural,North_16_3,0.06739539305,6.739539305,51.638504671622776,0.6655961379335561,NA
